YEAR	AREA	STATION	CPUE	CONDUCT	D1AUG	DEPTH	EFFORT	TEMP	TURBID
2017	BEBA	F122	1	117.0	45	8.83	1420	18.55	3.50
2017	BEBA	F123	0	278.0	45	4.68	1498	19.45	2.63
2017	BEBA	F124	1	280.0	29	2.55	1480	21.56	3.81
2017	BEBA	F125	1	284.7	30	3.13	1522	21.80	3.80
2017	BEBA	F126	1	280.0	45	4.50	1550	19.59	2.35
2017	BEBA	F127	0	85.0	44	4.70	1570	18.58	4.31
2017	BEBA	F128	1	282.0	44	12.00	1510	18.39	2.72
2017	BEBA	F129	4	288.0	29	2.73	1555	21.90	3.25
2017	BEBA	F130	0	290.5	29	3.78	1443	22.00	3.33
2017	BEBA	F131	0	289.7	30	4.63	1650	22.00	2.28
2017	BEBA	F132	1	280.0	31	3.65	1440	19.36	3.22
2017	BEBA	F133	1	288.0	30	6.48	1470	21.71	4.01
2017	BEBA	F134	5	284.1	29	4.93	1488	22.50	1.61
2017	BEBA	F135	0	278.0	43	2.28	1620	19.68	2.52
2017	BEBA	F137	0	275.0	44	10.80	1500	19.37	3.57
2017	BEBA	F138	3	288.0	30	4.90	1500	21.66	3.42
2017	BEBA	F139	5	285.0	43	7.98	1570	19.20	2.51
2017	BEBA	F140	0	286.0	43	8.43	1510	18.99	2.78
2017	BEBA	F141	1	286.0	38	2.80	1510	18.50	3.36
2017	BEBA	F142	1	111.0	42	2.88	1442	17.68	4.46
2017	BEBA	F143	0	279.0	42	7.80	1535	19.03	2.44
2017	BEBA	F144	5	287.0	42	9.35	1579	18.97	2.07
2017	BEBA	F145	7	288.0	38	3.05	1465	18.60	3.49
2017	BEBA	F146	1	116.9	42	9.38	1553	18.10	3.72
2017	BEBA	F147	5	287.1	42	11.78	1545	19.20	1.94
2017	BEBA	F148	4	287.0	37	2.70	1500	18.77	4.42
2017	BEBA	F149	3	106.2	42	3.50	1480	18.00	4.18
2017	BEBA	F150	5	289.0	38	9.65	1405	18.75	3.15
2017	BEBA	F151	5	281.0	37	2.85	1580	18.51	2.94
2017	BEBA	F152	1	285.0	36	2.75	1330	18.90	7.34
2017	BEBA	F153	1	141.7	38	3.83	1396	17.80	4.75
2017	BEBA	F155	5	287.0	37	9.30	1670	19.10	3.03
2017	BEBA	F156	1	279.0	36	2.90	1455	18.58	3.96
2017	BEBA	F157	1	230.5	38	11.18	1450	18.90	4.53
2017	BEBA	F158	1	285.0	36	7.48	1515	19.30	8.82
2017	BEBA	F159	1	165.5	37	3.65	1496	18.30	8.77
2017	BEBA	F160	0	195.9	38	7.20	1372	18.60	4.53
2017	BEBA	F161	0	284.4	36	4.90	1520	19.00	4.78
2017	BEBA	F162	1	288.3	37	8.50	1597	19.10	11.10
2017	BEBA	F163	0	142.5	36	10.15	1435	18.30	8.62
2017	BEBA	F164	0	144.8	36	4.43	1488	18.30	10.23
2010	LDDM	F301	0	95.0	44	8.58	1200	19.50	4.50
2010	LDDM	F302	0	94.0	44	8.18	1245	19.50	5.34
2010	LDDM	F303	2	105.0	44	8.98	1485	19.33	5.83
2010	LDDM	F305	7	100.0	44	10.25	1250	19.34	5.20
2010	LDDM	F306	3	112.0	45	2.83	1380	20.20	4.59
2010	LDDM	F307	0	96.0	45	11.20	1320	19.12	5.11
2010	LDDM	F308	4	112.0	44	5.95	1475	20.19	4.79
2010	LDDM	F309	0	91.0	47	1.90	1295	18.26	5.07
2010	LDDM	F310	1	107.0	46	4.33	1515	19.76	5.99
2010	LDDM	F311	2	113.0	45	2.80	1390	20.20	5.61
2010	LDDM	F312	0	94.0	45	2.09	1430	17.43	5.62
2010	LDDM	F313	5	105.0	46	7.73	1415	18.45	4.64
2010	LDDM	F314	0	116.0	44	2.06	1330	19.25	6.84
2010	LDDM	F315	1	90.0	47	3.25	1313	17.42	4.70
2010	LDDM	F316	1	93.0	47	1.68	1293	18.41	5.52
2010	LDDM	F317	1	121.0	45	2.10	1360	18.58	9.82
2010	LDDM	F318	0	109.0	46	2.70	1440	18.50	5.39
2010	LDDM	F319	0	109.0	47	3.10	1452	18.56	6.68
2010	LDDM	F320	0	115.0	46	14.18	1445	19.00	7.08
2010	LDDM	F322	1	113.0	47	13.00	1543	18.68	5.90
2010	LDDM	F323	1	96.0	51	2.70	1375	15.90	9.17
2010	LDDM	F324	4	105.0	54	2.05	1300	15.91	14.00
2010	LDDM	F325	8	91.0	51	9.83	1345	17.37	6.01
2010	LDDM	F326	0	89.0	53	2.28	1320	16.05	7.83
2010	LDDM	F327	2	92.0	52	2.18	615	16.35	8.98
2010	LDDM	F328	4	105.0	54	2.03	1415	15.45	22.10
2010	LDDM	F329	3	107.0	51	4.90	1395	18.04	6.01
2010	LDDM	F330	4	94.0	53	2.63	1332	16.54	9.22
2010	LDDM	F331	2	90.0	53	3.23	600	16.72	7.83
2010	LDDM	F332	5	106.0	51	2.45	1460	17.81	6.28
2010	LDDM	F333	3	107.0	52	2.23	1560	18.01	16.00
2010	LDDM	F334	1	106.0	52	3.23	1575	17.14	8.09
2010	LDDM	F335	3	106.0	51	2.43	1510	17.24	7.98
2010	LDDM	F336	4	106.0	52	2.38	1420	17.66	19.10
2010	LDDM	F337	4	106.0	54	2.00	1290	17.25	14.90
2010	LDDM	F338	7	106.0	54	2.00	1175	17.33	12.90
2010	LDDM	F339	0	107.0	53	1.73	1390	18.02	12.00
2010	LDDM	F340	0	110.0	54	2.15	1230	16.90	14.50
2010	LDDM	F341	3	113.0	47	12.40	1470	18.66	9.75
2010	LDDM	F342	1	90.0	45	10.00	1350	19.06	4.83
2010	LDDM	F343	3	114.0	46	8.05	1485	9.18	7.39
2010	LDDM	F344	2	106.0	53	2.18	1440	17.96	11.50
2010	LDDM	F345	4	91.0	52	2.03	1312	16.77	8.19
2010	LDDM	F346	0	102.0	46	2.33	1410	18.57	4.41
2010	LDDM	F347	3	90.0	52	2.93	1230	16.71	7.37
2010	LDDM	F348	3	92.0	51	2.13	1420	15.82	8.58
2018	LDDM	F301	1	66.8	41	7.88	1495	21.80	3.17
2018	LDDM	F302	0	66.5	41	8.55	1470	21.40	3.92
2018	LDDM	F303	4	74.4	41	6.48	1580	21.40	3.80
2018	LDDM	F304	2	81.0	41	1.93	1542	18.94	18.50
2018	LDDM	F305	3	65.4	42	13.75	1445	21.20	3.21
2018	LDDM	F306	0	71.5	41	1.88	1601	21.60	3.80
2018	LDDM	F307	1	65.0	42	12.68	1500	21.30	2.68
2018	LDDM	F308	0	66.0	42	5.10	1360	21.29	2.91
2018	LDDM	F309	4	67.0	43	2.10	1510	21.70	3.42
2018	LDDM	F310	2	65.0	42	4.45	1495	21.39	2.94
2018	LDDM	F312	0	65.5	43	2.80	1665	22.20	2.66
2018	LDDM	F313	2	62.0	44	6.65	1513	22.08	2.73
2018	LDDM	F314	0	75.0	43	1.95	1652	22.45	4.63
2018	LDDM	F315	2	65.3	43	3.85	1745	22.00	3.06
2018	LDDM	F316	1	69.0	43	2.68	1450	21.40	3.60
2018	LDDM	F317	0	72.0	43	2.23	1750	23.21	4.73
2018	LDDM	F318	1	67.1	44	3.28	1575	23.40	3.54
2018	LDDM	F319	1	69.0	44	4.00	1590	21.85	4.09
2018	LDDM	F320	0	64.0	44	15.78	1490	21.30	3.49
2018	LDDM	F321	0	72.0	44	1.93	1450	22.24	3.45
2018	LDDM	F322	0	61.0	49	12.35	1498	21.96	2.66
2018	LDDM	F323	2	64.0	48	3.20	1317	22.37	4.59
2018	LDDM	F324	3	63.0	49	2.65	1605	21.22	4.09
2018	LDDM	F325	1	62.0	50	10.35	1489	21.05	2.94
2018	LDDM	F326	2	64.3	48	2.20	1306	22.40	4.46
2018	LDDM	F327	0	66.9	48	2.43	1350	22.90	5.29
2018	LDDM	F328	2	64.0	48	2.70	1484	22.71	3.34
2018	LDDM	F329	6	62.0	50	5.50	1620	20.97	5.24
2018	LDDM	F330	0	63.5	49	3.45	1685	21.70	3.85
2018	LDDM	F331	2	63.1	48	3.83	1412	22.30	3.68
2018	LDDM	F332	2	62.1	50	3.20	1490	20.80	3.65
2018	LDDM	F333	4	62.1	50	3.35	1585	20.80	4.79
2018	LDDM	F334	3	62.0	50	3.60	1450	20.59	5.47
2018	LDDM	F335	0	62.5	50	3.08	1430	20.70	4.44
2018	LDDM	F336	2	62.0	55	2.88	1329	17.52	4.83
2018	LDDM	F337	2	65.0	55	2.50	1400	17.64	7.15
2018	LDDM	F338	1	63.0	55	2.40	1290	16.94	6.78
2018	LDDM	F339	2	62.9	55	2.73	1107	17.10	5.21
2018	LDDM	F340	0	62.3	55	1.40	1190	16.15	5.94
2018	LDDM	F341	1	61.0	49	12.05	1512	22.04	4.20
2018	LDDM	F342	0	64.5	42	10.90	1595	21.30	3.10
2018	LDDM	F343	0	65.9	44	16.50	1455	21.60	3.32
2018	LDDM	F344	2	62.2	55	2.33	1258	16.80	5.74
2018	LDDM	F345	1	63.2	49	2.70	1522	21.50	4.59
2018	LDDM	F346	0	73.4	42	2.65	1509	19.50	2.54
2018	LDDM	F347	1	63.1	49	3.15	1620	21.50	4.07
2018	LDDM	F348	2	71.0	48	2.50	1432	23.01	3.39
2004	LSFR	F201	0	272.0	47	7.70	1197	20.60	0.45
2004	LSFR	F202	0	298.0	39	7.13	1415	21.10	0.88
2004	LSFR	F203	0	282.0	46	6.10	1415	20.50	0.56
2004	LSFR	F204	0	278.0	46	3.90	1288	20.40	0.71
2004	LSFR	F205	1	295.0	33	7.15	1170	20.60	0.71
2004	LSFR	F206	0	291.0	33	6.10	1335	20.40	0.55
2004	LSFR	F207	1	278.0	47	4.98	1260	20.50	1.06
2004	LSFR	F208	0	298.0	38	6.65	1075	21.10	1.05
2004	LSFR	F209	0	305.0	32	6.43	1332	20.80	0.57
2004	LSFR	F210	0	290.0	33	4.18	1320	20.20	0.58
2004	LSFR	F211	0	276.0	46	5.23	1187	20.30	0.70
2004	LSFR	F212	0	281.0	47	2.98	1400	20.50	1.22
2004	LSFR	F213	0	290.0	33	5.48	1335	20.60	0.79
2004	LSFR	F214	0	290.0	33	6.15	1225	20.50	0.83
2004	LSFR	F215	0	271.0	46	4.18	1192	20.30	0.73
2004	LSFR	F216	0	305.0	32	6.68	1420	21.20	0.57
2004	LSFR	F217	0	291.0	33	4.88	1410	20.40	0.98
2004	LSFR	F218	0	303.0	32	6.00	1465	20.80	0.68
2004	LSFR	F219	0	272.0	46	3.95	1322	20.10	0.61
2004	LSFR	F220	0	304.0	31	6.18	1255	21.00	2.64
2004	LSFR	F221	0	303.0	31	5.50	1270	20.70	0.88
2004	LSFR	F222	1	289.0	32	6.03	1370	20.30	0.65
2004	LSFR	F223	0	273.0	46	3.98	1239	20.10	0.53
2004	LSFR	F224	0	309.0	31	5.15	1285	20.90	0.68
2004	LSFR	F225	0	295.0	32	6.10	1190	20.70	0.84
2004	LSFR	F226	0	270.0	46	2.63	1266	20.30	0.61
2004	LSFR	F227	0	298.0	31	4.15	1421	20.90	6.54
2004	LSFR	F228	0	293.0	32	4.40	1415	20.50	0.78
2004	LSFR	F229	0	275.0	45	5.30	1266	20.10	1.19
2004	LSFR	F230	0	273.0	46	3.18	1288	20.10	0.98
2004	LSFR	F231	0	271.0	44	4.85	1410	20.10	1.32
2004	LSFR	F232	0	273.0	44	4.83	1226	20.00	1.16
2004	LSFR	F233	0	276.0	45	17.35	1395	19.50	1.31
2004	LSFR	F234	0	280.0	45	4.58	1450	19.60	1.09
2004	LSFR	F235	0	265.0	44	4.65	1160	19.90	1.46
2004	LSFR	F236	0	282.0	44	8.15	1140	20.00	1.18
2004	LSFR	F237	0	265.0	45	3.08	1345	19.00	0.86
2004	LSFR	F238	1	271.0	45	10.55	1346	19.70	0.96
2004	LSFR	F239	0	263.0	45	13.63	1270	19.80	1.01
2004	LSFR	F240	0	273.0	45	10.08	1374	19.50	1.16
2004	LSFR	F241	0	268.0	45	4.33	1458	19.40	1.15
2004	LSFR	F242	0	263.0	44	3.48	1185	19.80	1.29
2004	LSFR	F243	0	289.0	44	2.48	1196	20.00	1.09
2004	LSFR	F244	0	263.0	44	10.48	1280	19.90	1.02
2004	LSFR	F245	0	293.0	44	4.50	1313	20.30	1.21
2004	LSFR	F246	0	300.0	38	3.98	1240	21.30	0.45
2004	LSFR	F247	0	300.0	39	4.68	1390	19.40	0.52
2004	LSFR	F248	0	300.0	39	6.28	1242	21.20	0.25
2004	LSFR	F249	0	301.0	39	6.75	1041	20.70	0.64
2004	LSFR	F250	0	301.0	38	7.08	1263	21.10	0.98
2004	LSFR	F251	0	300.0	38	6.00	1180	21.60	0.56
2004	LSFR	F252	2	291.0	47	10.53	1169	20.20	0.61
2004	LSFR	F253	3	300.0	38	9.65	1168	21.10	0.80
2004	LSFR	F254	0	303.0	39	3.23	1385	18.90	0.63
2004	LSFR	F255	0	300.0	38	4.75	1135	21.30	0.78
2004	LSFR	F256	0	302.0	47	4.48	1256	20.60	0.73
2004	LSFR	F257	0	300.0	31	4.98	1170	21.50	3.93
2004	LSFR	F258	0	297.0	38	2.63	1055	21.60	0.78
2004	LSFR	F259	0	286.0	30	2.83	1194	21.20	0.59
2004	LSFR	F260	0	287.0	30	2.65	1154	21.20	0.55
2004	LSFR	F261	0	285.0	30	2.73	965	22.10	0.57
2004	LSFR	F262	0	302.0	30	5.40	1015	21.20	0.50
2004	LSFR	F263	0	316.0	31	3.20	1315	20.90	0.57
2004	LSFR	F264	0	302.0	30	11.70	990	21.20	0.38
2004	LSFR	F265	0	302.0	30	2.95	1165	21.20	0.59
2004	LSFR	F266	1	301.0	30	3.25	1265	21.50	0.51
2009	LSFR	F201	0	306.0	32	6.93	1355	20.84	0.61
2009	LSFR	F202	0	312.0	32	7.13	1270	21.46	0.52
2009	LSFR	F203	1	307.0	33	6.15	1205	21.08	0.43
2009	LSFR	F204	0	295.0	41	3.85	1130	20.78	0.65
2009	LSFR	F205	0	312.0	32	7.55	1260	21.44	0.39
2009	LSFR	F206	0	307.0	33	6.15	1211	21.17	0.56
2009	LSFR	F207	0	303.0	33	4.20	1215	20.85	0.56
2009	LSFR	F208	2	335.0	34	7.00	1250	21.66	0.29
2009	LSFR	F209	1	308.0	34	6.78	1230	21.09	0.05
2009	LSFR	F210	0	306.0	34	3.08	1135	21.20	0.82
2009	LSFR	F211	2	297.0	41	4.93	1295	20.70	0.76
2009	LSFR	F212	0	287.0	41	2.95	1205	20.31	0.87
2009	LSFR	F213	1	298.0	31	5.08	1105	20.90	0.61
2009	LSFR	F214	1	307.0	34	5.83	1100	21.17	0.57
2009	LSFR	F215	0	296.0	31	2.60	1265	20.10	0.52
2009	LSFR	F216	0	335.0	39	7.28	1265	21.33	0.59
2009	LSFR	F217	0	298.0	31	4.28	1175	21.22	0.85
2009	LSFR	F218	2	301.0	31	6.08	1220	21.31	1.04
2009	LSFR	F219	0	298.0	31	2.53	1260	20.54	0.57
2009	LSFR	F220	2	301.0	40	5.93	1380	21.36	0.40
2009	LSFR	F221	0	334.0	39	5.53	1120	21.61	0.52
2009	LSFR	F222	0	214.0	40	5.85	1365	20.84	0.61
2009	LSFR	F223	0	273.0	31	2.33	1185	20.67	0.57
2009	LSFR	F224	0	334.0	39	6.15	1190	21.69	0.34
2009	LSFR	F225	0	277.0	40	5.60	1360	21.13	0.32
2009	LSFR	F226	0	267.0	41	1.88	1470	20.18	0.44
2009	LSFR	F227	0	335.0	39	3.10	535	21.57	0.47
2009	LSFR	F228	0	300.0	40	3.45	1325	21.37	0.32
2009	LSFR	F229	0	273.0	41	5.43	1340	20.96	0.75
2009	LSFR	F230	1	275.0	41	2.95	1175	21.06	0.39
2009	LSFR	F231	0	273.0	45	4.45	1290	20.53	0.71
2009	LSFR	F232	0	300.0	46	4.70	1320	20.47	0.30
2009	LSFR	F233	0	275.0	45	16.53	1230	20.63	0.55
2009	LSFR	F234	0	301.0	46	4.40	1370	20.49	0.18
2009	LSFR	F235	0	296.0	46	4.25	1220	20.44	0.37
2009	LSFR	F236	0	299.0	46	8.28	1265	20.64	0.49
2009	LSFR	F237	0	268.0	48	11.35	1265	19.68	0.84
2009	LSFR	F238	1	262.0	48	2.93	1215	19.09	0.83
2009	LSFR	F239	1	292.0	48	10.93	1260	19.71	0.70
2009	LSFR	F240	0	295.0	47	7.35	1410	20.12	0.53
2009	LSFR	F241	0	268.0	47	3.30	1365	19.87	0.42
2009	LSFR	F242	0	263.0	47	2.08	1290	19.41	0.28
2009	LSFR	F243	0	299.0	47	1.68	1330	20.26	0.30
2009	LSFR	F244	2	299.0	47	11.00	1245	20.19	0.35
2009	LSFR	F246	0	337.0	32	3.03	1095	21.33	0.41
2009	LSFR	F247	0	336.0	33	3.53	1345	20.72	0.56
2009	LSFR	F248	0	337.0	32	3.88	1245	21.39	0.71
2009	LSFR	F249	2	337.0	33	6.78	1345	21.31	0.45
2009	LSFR	F250	0	337.0	32	7.38	1360	21.28	0.31
2009	LSFR	F251	2	338.0	34	6.38	1290	20.93	0.57
2009	LSFR	F252	0	337.0	33	11.33	1335	21.35	0.58
2009	LSFR	F253	3	337.0	34	9.78	1285	21.50	0.45
2009	LSFR	F254	0	335.0	39	2.78	1145	21.02	0.63
2009	LSFR	F255	0	336.0	39	3.50	1225	21.32	0.65
2009	LSFR	F256	0	303.0	40	4.53	1345	20.98	0.51
2009	LSFR	F257	0	303.0	40	3.45	1350	21.01	0.76
2009	LSFR	F258	0	303.0	41	2.73	1470	20.72	0.68
2009	LSFR	F259	0	303.0	45	2.50	1245	20.27	0.34
2009	LSFR	F260	0	277.0	45	3.10	1300	20.42	0.43
2009	LSFR	F261	0	274.0	45	4.88	1355	20.29	0.45
2009	LSFR	F262	2	279.0	45	7.38	1175	20.72	0.45
2014	LSFR	F202	1	301.0	34	7.03	1400	21.81	0.56
2014	LSFR	F203	0	297.0	35	6.48	1410	22.10	0.32
2014	LSFR	F206	0	297.0	35	6.68	1420	22.41	0.40
2014	LSFR	F207	0	296.0	34	4.65	1445	22.06	0.68
2014	LSFR	F209	0	300.0	34	6.80	1405	21.77	0.74
2014	LSFR	F211	0	295.0	34	4.23	1401	22.30	0.76
2014	LSFR	F213	0	296.0	35	4.93	1465	21.85	1.85
2014	LSFR	F216	0	301.0	34	7.08	1360	21.91	0.39
2014	LSFR	F219	0	295.0	35	4.05	1450	21.86	0.79
2014	LSFR	F222	0	300.0	41	5.58	1155	21.86	0.43
2014	LSFR	F224	0	302.0	39	5.60	1355	21.73	0.82
2014	LSFR	F226	0	295.0	39	3.05	1310	21.21	0.41
2014	LSFR	F227	0	302.0	40	3.33	1360	21.61	0.51
2014	LSFR	F230	0	301.0	41	3.55	1390	21.71	0.49
2014	LSFR	F231	0	297.0	41	4.30	1160	21.90	0.49
2014	LSFR	F234	0	302.0	41	4.65	1375	21.62	0.46
2014	LSFR	F236	0	302.0	41	8.20	1440	21.55	0.84
2014	LSFR	F237	0	295.0	40	3.05	1455	21.19	0.49
2014	LSFR	F239	0	296.0	40	10.40	1520	21.74	0.49
2014	LSFR	F241	0	298.0	40	4.55	1622	21.71	0.49
2014	LSFR	F242	0	294.0	39	3.53	1265	21.48	0.30
2014	LSFR	F245	0	304.0	39	4.73	1330	21.68	0.43
2014	LSFR	F247	0	302.0	33	4.20	1320	21.98	0.58
2014	LSFR	F250	0	302.0	34	7.20	1444	21.90	0.48
2014	LSFR	F251	0	303.0	33	6.48	1407	21.99	0.52
2014	LSFR	F254	0	302.0	33	3.35	1331	21.99	1.03
2014	LSFR	F255	0	302.0	33	3.28	1435	22.14	0.43
2014	LSFR	F257	0	305.0	42	4.98	1385	20.45	0.62
2014	LSFR	F259	0	305.0	42	2.98	1433	20.33	0.78
2014	LSFR	F260	0	303.0	40	3.20	1645	21.42	0.34
2014	LSFR	F261	0	303.0	42	4.18	1365	20.27	1.99
2014	LSFR	F262	0	304.0	42	6.58	1445	20.62	0.82
2005	LSLO	F002	6	281.0	52	7.13	1641	20.45	2.20
2005	LSLO	F003	3	314.0	52	3.55	1665	20.27	2.57
2005	LSLO	F004	0	278.0	52	3.88	1289	20.53	1.70
2005	LSLO	F006	15	277.0	53	2.40	1338	20.65	1.85
2005	LSLO	F008	0	280.0	51	2.95	1192	19.92	2.64
2005	LSLO	F009	4	279.0	53	3.58	1462	20.36	2.38
2005	LSLO	F010	3	277.0	53	2.30	1441	20.40	2.08
2005	LSLO	F011	0	290.0	51	2.50	1328	19.74	1.07
2005	LSLO	F012	1	251.0	51	2.23	1570	19.43	0.84
2005	LSLO	F014	0	264.0	51	4.05	1404	19.57	0.95
2005	LSLO	F015	0	254.0	51	2.93	1438	20.50	1.35
2005	LSLO	F016	1	254.0	53	2.63	1513	20.41	1.84
2005	LSLO	F018	1	258.0	52	3.40	1325	19.65	1.95
2005	LSLO	F019	1	254.0	53	3.25	1379	20.40	1.80
2005	LSLO	F020	0	260.0	52	4.60	1248	19.41	1.62
2005	LSLO	F021	1	256.0	52	4.95	1289	20.40	2.14
2005	LSLO	F023	0	256.0	59	2.20	1260	18.89	1.65
2005	LSLO	F024	2	256.0	59	3.33	1305	19.06	1.61
2005	LSLO	F025	0	254.0	53	3.15	1191	19.70	1.22
2005	LSLO	F026	4	271.0	43	14.10	1180	20.98	0.32
2005	LSLO	F027	6	231.0	43	7.05	1442	20.96	1.35
2005	LSLO	F028	5	210.0	43	4.00	1492	20.66	2.20
2005	LSLO	F029	5	135.0	43	2.80	1546	20.70	5.29
2005	LSLO	F030	5	261.0	43	14.40	1226	21.21	1.50
2005	LSLO	F031	3	82.0	43	3.78	1326	20.58	5.34
2005	LSLO	F032	4	249.0	44	8.45	1422	22.32	1.21
2005	LSLO	F033	2	289.0	45	3.45	1376	21.81	0.80
2005	LSLO	F034	3	267.0	44	10.58	1450	21.22	0.82
2005	LSLO	F035	8	269.0	45	3.03	1422	21.55	1.32
2005	LSLO	F036	0	284.0	45	2.05	1271	22.16	0.79
2005	LSLO	F037	0	285.0	45	3.10	1335	21.87	0.84
2005	LSLO	F038	1	287.0	46	3.08	1367	22.05	0.84
2005	LSLO	F039	10	80.0	29	8.83	1180	23.77	3.81
2005	LSLO	F040	15	81.0	29	6.75	1270	23.91	3.57
2005	LSLO	F041	20	85.0	29	6.18	1338	23.98	3.82
2005	LSLO	F043	0	289.0	46	3.45	1439	21.65	1.31
2005	LSLO	F044	0	288.0	50	3.03	1423	20.49	0.75
2005	LSLO	F045	10	131.0	29	8.98	1405	23.97	3.66
2005	LSLO	F046	0	289.0	46	3.23	1494	21.78	1.09
2005	LSLO	F047	0	263.0	58	2.98	1522	19.89	1.75
2005	LSLO	F048	0	289.0	50	3.68	1420	20.46	1.56
2005	LSLO	F049	10	238.0	30	3.43	1315	23.52	2.74
2005	LSLO	F050	0	268.0	44	6.43	1225	21.34	1.03
2005	LSLO	F051	1	270.0	45	6.03	1395	21.69	1.24
2005	LSLO	F052	0	262.0	46	2.60	1371	21.08	0.68
2005	LSLO	F053	3	259.0	58	4.03	1220	19.06	1.44
2005	LSLO	F054	14	257.0	58	4.05	1590	19.01	2.30
2005	LSLO	F055	6	146.0	30	1.95	1313	24.80	3.80
2005	LSLO	F056	1	274.0	44	8.18	1133	21.25	0.97
2005	LSLO	F057	1	265.0	46	2.18	1313	20.50	1.08
2005	LSLO	F058	1	258.0	58	2.73	1478	19.86	1.52
2005	LSLO	F059	0	257.0	58	2.23	1300	18.92	1.64
2005	LSLO	F060	6	258.0	58	6.15	1445	19.03	2.56
2005	LSLO	F061	8	252.0	50	3.68	1386	20.25	7.39
2005	LSLO	F062	0	270.0	45	13.23	1615	21.53	0.97
2005	LSLO	F065	8	285.0	50	4.85	1386	20.62	5.31
2005	LSLO	F067	1	286.0	39	4.55	1335	22.41	0.61
2005	LSLO	F068	0	182.0	50	3.25	1565	20.02	39.20
2005	LSLO	F069	0	284.0	38	2.33	1155	23.11	0.98
2005	LSLO	F070	0	284.0	38	3.78	1260	22.65	1.06
2005	LSLO	F071	9	266.0	38	3.48	1365	22.79	1.77
2005	LSLO	F072	2	145.0	39	2.80	1245	21.68	5.71
2005	LSLO	F074	0	284.0	39	5.43	1270	22.16	0.72
2005	LSLO	F075	7	251.0	39	3.25	1210	21.23	3.04
2005	LSLO	F076	1	272.0	39	7.28	1492	22.10	1.22
2005	LSLO	F077	1	290.0	38	7.33	1084	22.50	0.87
2005	LSLO	F078	2	287.0	38	2.93	1227	22.78	0.95
2005	LSLO	F079	0	285.0	38	5.93	1193	23.09	0.79
2005	LSLO	F080	1	250.0	39	6.83	1275	21.30	0.87
2009	LSLO	F002	3	297.0	45	7.00	1189	20.30	1.35
2009	LSLO	F006	2	270.0	45	2.20	1217	20.40	0.90
2009	LSLO	F010	10	295.0	48	3.18	1539	19.90	1.32
2009	LSLO	F011	0	290.0	47	2.13	1473	18.40	0.94
2009	LSLO	F019	2	295.0	52	2.43	1340	17.50	1.22
2009	LSLO	F021	0	297.0	52	4.30	1335	18.70	0.79
2009	LSLO	F025	3	295.0	53	4.23	1419	18.20	1.31
2009	LSLO	F029	0	84.0	45	2.95	1305	18.50	4.89
2009	LSLO	F030	7	251.0	45	13.78	1320	20.30	1.48
2009	LSLO	F033	4	289.0	46	2.78	1539	20.10	1.51
2009	LSLO	F037	1	288.0	46	3.23	1425	18.00	3.54
2009	LSLO	F039	2	80.0	47	9.28	1465	17.30	3.08
2009	LSLO	F041	2	98.0	47	4.88	1430	17.50	4.26
2009	LSLO	F043	1	289.0	46	3.58	1390	18.20	2.23
2009	LSLO	F046	1	293.0	46	5.13	1295	18.90	1.28
2009	LSLO	F049	4	146.0	52	2.98	1220	18.80	3.91
2009	LSLO	F050	0	285.0	46	7.70	1480	18.90	1.71
2009	LSLO	F053	7	292.0	48	5.05	1480	17.60	1.82
2009	LSLO	F058	0	294.0	52	2.98	1285	18.60	1.32
2009	LSLO	F061	15	221.0	52	3.43	1055	18.30	2.63
2009	LSLO	F063	2	294.0	52	3.10	1240	17.10	1.28
2009	LSLO	F067	13	294.0	53	5.10	1498	18.90	1.02
2009	LSLO	F071	3	97.0	53	2.35	1457	18.70	4.52
2009	LSLO	F074	2	295.0	53	11.08	1460	16.90	1.34
2009	LSLO	F080	0	294.0	53	7.83	1440	16.90	1.27
2011	LSLO	F002	9	287.0	29	8.28	1310	20.87	2.70
2011	LSLO	F003	4	294.0	31	3.40	1365	20.55	1.55
2011	LSLO	F004	3	295.0	30	6.03	1340	20.12	1.85
2011	LSLO	F006	6	293.0	32	2.98	1240	20.70	1.14
2011	LSLO	F008	1	295.0	38	3.27	1475	20.65	1.65
2011	LSLO	F009	12	293.0	32	7.10	1315	20.54	1.24
2011	LSLO	F010	1	289.0	30	14.70	1355	21.09	1.77
2011	LSLO	F011	0	277.0	43	2.83	1175	20.69	0.45
2011	LSLO	F012	0	280.0	43	2.70	1235	20.80	0.38
2011	LSLO	F014	0	279.0	44	3.83	1460	20.74	0.29
2011	LSLO	F015	1	293.0	37	3.18	1360	20.83	1.01
2011	LSLO	F016	2	289.0	30	2.35	1435	20.71	2.30
2011	LSLO	F018	0	291.0	43	4.00	1340	20.97	1.01
2011	LSLO	F019	0	290.0	44	1.75	1505	21.01	0.76
2011	LSLO	F020	0	293.0	38	4.73	1420	20.92	1.05
2011	LSLO	F021	3	288.0	44	5.68	1360	21.09	0.76
2011	LSLO	F023	3	295.0	37	4.00	1258	20.91	2.12
2011	LSLO	F024	1	291.0	44	9.35	1492	21.09	0.76
2011	LSLO	F025	5	264.0	38	4.38	1405	20.33	9.82
2011	LSLO	F026	1	292.0	29	14.78	1130	19.92	1.16
2011	LSLO	F027	7	274.0	29	7.10	1265	19.85	1.95
2011	LSLO	F028	9	271.0	30	4.40	1315	20.06	2.27
2011	LSLO	F029	14	228.0	29	2.65	1365	19.84	4.93
